model,split_type,use_coords,candidate,fold,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
MLP_multi_interactions_with_coords,random,True,5,2,0.0001,"(32,)",0.01,824,51,0.37004630770566727,0.841437739390711,0.3547347489331158,0.057531152984975444,0.43010752688172044,0.39215686274509803,0.9715394566623544
MLP_multi_interactions_with_coords,random,True,5,3,0.0001,"(32,)",0.01,824,53,0.33377617873507454,0.867997944350635,0.3857307620786369,0.05737793471958618,0.43137254901960786,0.41509433962264153,0.9649805447470817
MLP_multi_interactions_with_coords,random,True,5,4,0.0001,"(32,)",0.01,816,48,0.24533891983940057,0.9036729600694444,0.33704132536161135,0.05675703171522693,0.3838383838383838,0.3958333333333333,0.9583333333333334
MLP_multi_interactions_with_coords,random,True,5,5,0.0001,"(32,)",0.01,816,48,0.2954422892357394,0.8890109592013888,0.3473891579320661,0.06023048365565222,0.2891566265060241,0.25,0.9700520833333334
MLP_multi_interactions_with_coords,random,True,6,1,0.0001,"(32,)",0.001,824,51,0.23985924012932655,0.8816173299850341,0.42252664076759494,0.052434918601918665,0.40860215053763443,0.37254901960784315,0.9702457956015524
MLP_multi_interactions_with_coords,random,True,6,2,0.0001,"(32,)",0.001,824,51,0.27809210904273524,0.8633031479085813,0.37148717739030257,0.0549453382173735,0.33707865168539325,0.29411764705882354,0.9702457956015524
MLP_multi_interactions_with_coords,random,True,6,3,0.0001,"(32,)",0.001,824,53,0.2499689343586705,0.8976213200205565,0.41155845188963386,0.05235216238598871,0.3409090909090909,0.2830188679245283,0.9740596627756161
MLP_multi_interactions_with_coords,random,True,6,4,0.0001,"(32,)",0.001,816,48,0.20943446536841875,0.906399197048611,0.3743249552258889,0.05515548346857985,0.37623762376237624,0.3958333333333333,0.9557291666666666
MLP_multi_interactions_with_coords,random,True,6,5,0.0001,"(32,)",0.001,816,48,0.22090901860310994,0.8977593315972222,0.3799419402457717,0.05199342176132808,0.3614457831325301,0.3125,0.9739583333333334
MLP_multi_interactions_with_coords,random,True,7,1,0.0001,"(16, 8)",0.01,824,51,0.34851160326971603,0.864406564695736,0.3941952888035841,0.05784653506984781,0.4,0.37254901960784315,0.9676584734799483
