model,split_type,use_coords,species,candidate,fold,model__C,model__class_weight,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
Logistic_single_with_coords,spatial,True,Cacophis kreftii,7,1,10.0,,103,4,0.12805546422497244,0.9318181818181818,0.25747863247863245,0.03740484887972731,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Cacophis kreftii,7,2,10.0,,103,4,0.14285945774140094,0.8434343434343434,0.13154644268774704,0.04075064828593924,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Cacophis kreftii,7,3,10.0,,102,3,0.077639767683348,0.9966329966329966,0.9166666666666665,0.021878920765575932,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Cacophis kreftii,7,4,10.0,,103,4,0.1108635506776222,0.9166666666666666,0.22039072039072038,0.033663649573968925,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Cacophis kreftii,7,5,10.0,,102,4,0.12810712637978694,0.875,0.2017857142857143,0.036790389919520626,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Cacophis kreftii,8,1,10.0,balanced,103,4,0.2107614140163521,0.9191919191919192,0.22929292929292927,0.06564120029284835,0.2857142857142857,0.5,0.9191919191919192
Logistic_single_with_coords,spatial,True,Cacophis kreftii,8,2,10.0,balanced,103,4,0.42839766391009126,0.845959595959596,0.1364193404634581,0.14016361824653428,0.23076923076923078,0.75,0.8080808080808081
Logistic_single_with_coords,spatial,True,Cacophis kreftii,8,3,10.0,balanced,102,3,0.3543903217384325,0.9865319865319866,0.7222222222222222,0.1265525324642396,0.24,1.0,0.8080808080808081
Logistic_single_with_coords,spatial,True,Cacophis kreftii,8,4,10.0,balanced,103,4,0.4313804621868616,0.936868686868687,0.2708333333333333,0.1506906704597521,0.26666666666666666,1.0,0.7777777777777778
Logistic_single_with_coords,spatial,True,Cacophis kreftii,8,5,10.0,balanced,102,4,0.3874218315091809,0.8622448979591837,0.15208333333333335,0.13046908417154138,0.3076923076923077,1.0,0.8163265306122449
Logistic_single_with_coords,spatial,True,Calyptotis scutirostrum,1,1,0.01,,103,7,0.21246038842411932,0.8883928571428572,0.34411976911976916,0.05791562473928901,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Calyptotis scutirostrum,1,2,0.01,,103,8,0.223651619664258,0.9118421052631579,0.37961744138214726,0.06354763496391554,0.0,0.0,1.0
