model,split_type,use_coords,species,candidate,fold,model__colsample_bytree,model__learning_rate,model__max_depth,model__n_estimators,model__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_single_with_coords,random,True,Cacophis kreftii,22,5,1.0,0.03,5,100,1.0,102,3,0.09036876121913288,0.9562289562289562,0.30357142857142855,0.029103854794883137,0.0,0.0,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,23,1,1.0,0.03,5,300,0.8,103,2,0.04665021241009888,0.9752475247524752,0.6428571428571428,0.013572569758857638,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,23,2,1.0,0.03,5,300,0.8,103,3,0.12933757998338896,0.8933333333333333,0.15276292335115865,0.030954625105368144,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,23,3,1.0,0.03,5,300,0.8,102,3,0.11550504074197086,0.9023569023569024,0.26715686274509803,0.027824164327504165,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,23,4,1.0,0.03,5,300,0.8,103,5,0.16891397064566335,0.9122448979591837,0.29504273504273504,0.04476163223950156,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,23,5,1.0,0.03,5,300,0.8,102,3,0.0876322576835733,0.9528619528619529,0.2869047619047619,0.0292559853984019,0.0,0.0,0.9797979797979798
XGBoost_single_with_coords,random,True,Cacophis kreftii,24,1,1.0,0.03,5,300,1.0,103,2,0.049746394911441914,0.9752475247524753,0.41666666666666663,0.015370697153040585,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,24,2,1.0,0.03,5,300,1.0,103,3,0.13106459019494845,0.9,0.1597222222222222,0.03149504683452546,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,24,3,1.0,0.03,5,300,1.0,102,3,0.12479658148958556,0.8956228956228957,0.26111111111111107,0.028248823405175115,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,24,4,1.0,0.03,5,300,1.0,103,5,0.18298163840718024,0.9142857142857144,0.307041847041847,0.04761244312118379,0.2857142857142857,0.2,0.9897959183673469
XGBoost_single_with_coords,random,True,Cacophis kreftii,24,5,1.0,0.03,5,300,1.0,102,3,0.09520606411495922,0.9528619528619529,0.2869047619047619,0.03239854922381096,0.0,0.0,0.9797979797979798
XGBoost_single_with_coords,random,True,Cacophis kreftii,25,1,1.0,0.1,3,100,0.8,103,2,0.04593123253656258,0.9752475247524752,0.6428571428571428,0.013100136903426554,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,25,2,1.0,0.1,3,100,0.8,103,3,0.12735390694556786,0.8966666666666666,0.15646662705486236,0.02987857969011037,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,25,3,1.0,0.1,3,100,0.8,102,3,0.11025483193168499,0.898989898989899,0.2642857142857143,0.02793063252602828,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,25,4,1.0,0.1,3,100,0.8,103,5,0.16670103607186912,0.9163265306122449,0.31043956043956045,0.04284595660161704,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,25,5,1.0,0.1,3,100,0.8,102,3,0.09163111624358641,0.9528619528619529,0.2869047619047619,0.030101809617609623,0.0,0.0,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,26,1,1.0,0.1,3,100,1.0,103,2,0.046233884323845544,0.9851485148514851,0.5,0.01439109920905885,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,26,2,1.0,0.1,3,100,1.0,103,3,0.1344219433301302,0.9033333333333333,0.16993464052287582,0.03266948172459782,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,26,3,1.0,0.1,3,100,1.0,102,3,0.122996577487683,0.898989898989899,0.42777777777777776,0.02798465091255123,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,26,4,1.0,0.1,3,100,1.0,103,5,0.17877284147005515,0.9081632653061225,0.2931956931956932,0.048471696008040056,0.25,0.2,0.9795918367346939
XGBoost_single_with_coords,random,True,Cacophis kreftii,26,5,1.0,0.1,3,100,1.0,102,3,0.09833578263925509,0.9528619528619529,0.2869047619047619,0.03263322648333509,0.0,0.0,0.9797979797979798
XGBoost_single_with_coords,random,True,Cacophis kreftii,27,1,1.0,0.1,3,300,0.8,103,2,0.04799258187805455,0.9702970297029704,0.625,0.013089841046631771,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,27,2,1.0,0.1,3,300,0.8,103,3,0.1505500991082367,0.8466666666666667,0.126197458455523,0.029813739897943076,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,27,3,1.0,0.1,3,300,0.8,102,3,0.11846629261529282,0.8922558922558922,0.2777777777777778,0.029490912710441682,0.4,0.3333333333333333,0.98989898989899
